#Title: The Distribution of Thermal Pressures in the Diffuse, Cold Neutral
#       Medium of our Galaxy. II. An Expanded Survey of Interstellar C I
#       Fine-Structure Excitations
#Authors: Jenkins E.B., Tripp T.M.
#Table: Observed and Calculated Quantities in Specific Velocity Channels
#================================================================================
#Byte-by-byte Description of file: apj390295t4_mrt.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units    Label     Explanations
#--------------------------------------------------------------------------------
#   1- 11 A11    ---      Name      Target star name
#  13- 17 F5.1   km/s     RVel      Radial Velocity
#  19- 24 F6.3   ---      f1        f1
#  26- 30 F5.3   ---    e_f1        The 1{sigma} error in f1
#  32- 37 F6.3   ---      f2        f2
#  39- 43 F5.3   ---    e_f2        The 1{sigma} error in f2
#  45- 53 E9.2   cm-2     N(CIt)    Column density of C I in all 3 levels
#  55- 63 E9.2   cm-2     N(CII)    ? Inferred column density of C II
#  65- 69 F5.3   ---      g(low)    ? Fraction of C I at low pressure
#  71- 74 F4.2   [cm-3.K] log(p/k)  ? log(p/k) of the low pressure
#                                    fraction
#  76- 80 F5.2   [-]      log(I/I0) ? Log starlight intensity relative
#                                    to standard
Name,Vel,f1,e_f1,f2,e_f2,N(CIt),N(CII),g(low),log(p/k),log(I/I0)
HD116852,8.0,0.211,0.013,0.068,0.008,7.47e+012,1.54e+016,0.931,3.54,0.76
HD116852,8.5,0.233,0.011,0.075,0.007,8.71e+012,1.97e+016,0.925,3.60,0.84
HD116852,9.0,0.253,0.010,0.077,0.006,1.03e+013,2.47e+016,0.937,3.67,0.91
HD116852,9.5,0.271,0.009,0.073,0.005,1.23e+013,2.84e+016,0.958,3.74,0.94
HD116852,10.0,0.281,0.008,0.068,0.004,1.44e+013,2.91e+016,0.977,3.79,0.92
HD116852,10.5,0.280,0.008,0.065,0.004,1.55e+013,2.78e+016,0.978,3.79,0.88
HD116852,11.0,0.271,0.008,0.065,0.004,1.47e+013,2.52e+016,0.974,3.77,0.85
HD116852,11.5,0.267,0.009,0.060,0.005,1.23e+013,2.16e+016,0.982,3.76,0.85
HD116852,12.0,0.266,0.010,0.048,0.006,9.57e+012,1.75e+016,1.000,3.76,0.85
HD116852,12.5,0.262,0.012,0.035,0.008,7.19e+012,1.35e+016,1.000,3.76,0.85
HD116852,13.0,0.269,0.016,0.035,0.011,5.19e+012,1.06e+016,1.000,3.78,0.90
HD116852,13.5,0.263,0.020,0.050,0.014,4.15e+012,9.37e+015,1.000,3.74,0.92
HD116852,14.0,0.251,0.022,0.076,0.015,3.84e+012,9.31e+015,0.935,3.66,0.90
HD116852,14.5,0.259,0.020,0.096,0.014,4.11e+012,8.59e+015,0.894,3.68,0.88
HD116852,15.0,0.290,0.018,0.104,0.012,4.76e+012,6.64e+015,0.894,3.81,0.84
HD116852,15.5,0.324,0.015,0.105,0.011,5.46e+012,3.89e+015,0.923,3.96,0.75
HD116852,16.0,0.343,0.014,0.106,0.010,5.82e+012,3.97e+015,0.943,4.02,0.77
HD116852,16.5,0.346,0.015,0.111,0.011,5.57e+012,3.90e+015,0.933,4.03,0.80
HD116852,17.0,0.336,0.017,0.124,0.012,4.69e+012,3.97e+015,0.889,3.98,0.82
HD116852,17.5,0.315,0.023,0.141,0.016,3.53e+012,3.97e+015,0.825,3.88,0.86
HD120086,-11.0,0.216,0.029,0.074,0.026,2.75e+012,1.89e+015,0.920,3.64,0.40
HD120086,-10.5,0.223,0.030,0.055,0.028,2.60e+012,2.30e+015,0.971,3.68,0.50
HD120086,-9.5,0.252,0.028,0.022,0.028,2.68e+012,2.73e+015,1.000,3.80,0.61
HD121968,-10.0,0.288,0.020,0.068,0.023,3.90e+012,1.36e+016,0.968,3.61,1.27
HD121968,-9.5,0.325,0.015,0.085,0.016,5.38e+012,1.80e+016,0.961,3.74,1.36
HD121968,-9.0,0.342,0.012,0.096,0.013,6.47e+012,1.13e+016,0.944,3.88,1.26
HD121968,-8.5,0.351,0.012,0.099,0.013,6.49e+012,1.36e+016,0.949,3.89,1.33
HD121968,-8.0,0.350,0.014,0.095,0.016,5.45e+012,6.29e+015,0.949,3.94,1.17
HD121968,-7.5,0.334,0.019,0.088,0.022,3.99e+012,7.20e+015,0.955,3.85,1.24
HD122879,-24.0,0.085,0.022,0.001,0.025,5.01e+012,1.43e+016,1.000,3.12,0.46
HD122879,-23.5,0.077,0.018,0.021,0.020,6.15e+012,1.61e+016,0.981,2.97,0.35
HD122879,-23.0,0.068,0.015,0.012,0.016,7.64e+012,1.72e+016,0.996,2.96,0.28
HD122879,-22.5,0.092,0.012,0.005,0.014,9.33e+012,1.63e+016,1.000,3.20,0.32
HD122879,-22.0,0.104,0.011,0.020,0.012,1.00e+013,1.79e+016,0.993,3.22,0.35
HD122879,-21.5,0.101,0.012,0.039,0.013,9.00e+012,2.12e+016,0.945,3.08,0.40
HD122879,-21.0,0.079,0.014,0.036,0.015,8.18e+012,1.77e+016,0.946,2.92,0.26
HD122879,-20.5,0.083,0.015,0.031,0.016,7.64e+012,1.27e+016,0.957,3.01,0.20
HD122879,-20.0,0.117,0.016,-0.001,0.018,6.81e+012,1.35e+016,1.000,3.35,0.46
HD122879,-19.5,0.071,0.018,0.009,0.019,6.41e+012,5.91e+015,1.000,3.09,0.01
HD122879,-19.0,0.005,0.020,0.025,0.020,6.05e+012,9.16e+015,0.976,2.00,-0.41
HD122879,-18.5,0.012,0.021,-0.006,0.022,5.66e+012,1.34e+016,1.000,2.20,-0.12
HD122879,-18.0,0.068,0.019,0.013,0.021,5.94e+012,1.49e+016,0.994,2.94,0.31
HD122879,-17.5,0.105,0.018,0.044,0.019,6.32e+012,2.85e+016,0.937,2.97,0.61
HD122879,-17.0,0.113,0.019,0.026,0.021,5.77e+012,1.99e+016,0.981,3.17,0.59
HD122879,-16.5,0.113,0.021,-0.011,0.024,5.20e+012,9.09e+015,1.000,3.36,0.41
HD122879,-16.0,0.085,0.026,-0.023,0.029,4.33e+012,8.60e+015,1.000,3.25,0.38
HD122879,-11.0,0.283,0.024,0.048,0.028,4.06e+012,8.29e+015,1.000,3.87,0.85
HD122879,-10.5,0.335,0.015,0.053,0.019,6.08e+012,3.99e+015,1.000,4.06,0.63
HD122879,-10.0,0.289,0.014,0.084,0.016,6.99e+012,3.97e+015,0.951,3.91,0.49
HD122879,-9.5,0.240,0.018,0.088,0.019,5.66e+012,3.97e+015,0.904,3.73,0.43
HD122879,-9.0,0.220,0.023,0.052,0.026,4.40e+012,3.98e+015,0.978,3.70,0.46
HD122879,-8.5,0.217,0.025,0.026,0.029,4.05e+012,3.98e+015,1.000,3.72,0.49
HD122879,-8.0,0.186,0.026,0.022,0.030,3.91e+012,6.65e+015,1.000,3.59,0.58
HD122879,-7.5,0.153,0.024,0.004,0.028,4.30e+012,9.44e+015,1.000,3.48,0.58
HD122879,-7.0,0.149,0.023,-0.030,0.028,4.41e+012,4.01e+015,1.000,3.57,0.31
HD122879,-2.0,0.144,0.026,0.036,0.029,4.02e+012,3.97e+015,0.970,3.42,0.28
HD122879,-1.5,0.128,0.022,0.047,0.024,4.72e+012,6.19e+015,0.939,3.29,0.30
HD122879,-1.0,0.096,0.019,0.018,0.021,5.64e+012,1.14e+016,0.996,3.17,0.37
HD122879,-0.5,0.113,0.015,0.008,0.017,7.10e+012,8.03e+015,1.000,3.34,0.25
HD122879,0.0,0.126,0.011,0.026,0.012,9.73e+012,2.14e+016,0.989,3.30,0.49
HD122879,0.5,0.129,0.009,0.025,0.009,1.28e+013,1.88e+016,0.995,3.36,0.37
HD122879,1.0,0.145,0.008,0.017,0.008,1.51e+013,1.87e+016,1.000,3.46,0.37
HD122879,1.5,0.162,0.008,0.029,0.007,1.63e+013,3.97e+016,0.997,3.46,0.63
HD122879,2.0,0.174,0.008,0.038,0.007,1.77e+013,3.96e+016,0.985,3.50,0.63
HD122879,2.5,0.173,0.008,0.040,0.006,1.84e+013,3.45e+016,0.978,3.50,0.57
HD122879,3.0,0.182,0.008,0.042,0.007,1.68e+013,3.35e+016,0.978,3.53,0.61
HD122879,3.5,0.197,0.009,0.044,0.009,1.34e+013,3.44e+016,0.979,3.56,0.73
HD122879,4.0,0.173,0.011,0.051,0.012,9.98e+012,3.19e+016,0.951,3.42,0.73
HD122879,4.5,0.142,0.015,0.048,0.015,7.46e+012,2.10e+016,0.942,3.29,0.60
HD122879,5.0,0.180,0.017,0.040,0.019,6.17e+012,1.73e+016,0.984,3.50,0.72
HD122879,5.5,0.215,0.018,0.054,0.020,5.58e+012,1.72e+016,0.971,3.60,0.83
HD122879,6.0,0.230,0.018,0.073,0.019,5.71e+012,1.42e+016,0.935,3.65,0.80
HD122879,6.5,0.263,0.015,0.097,0.017,6.41e+012,2.61e+016,0.896,3.68,1.02
HD122879,7.0,0.296,0.014,0.108,0.015,7.14e+012,2.80e+016,0.895,3.80,1.09
HD122879,7.5,0.348,0.013,0.094,0.015,7.37e+012,2.33e+016,0.983,4.01,1.13
HD122879,8.0,0.349,0.015,0.112,0.017,6.40e+012,2.18e+016,0.940,4.00,1.17
HD122879,8.5,0.323,0.019,0.115,0.021,5.05e+012,9.64e+015,0.906,3.95,0.94
HD122879,9.0,0.337,0.022,0.088,0.025,4.29e+012,1.38e+016,0.986,3.98,1.11
HD122879,9.5,0.313,0.024,0.085,0.027,3.95e+012,9.40e+015,0.968,3.92,0.97
HD122879,10.0,0.243,0.024,0.103,0.026,4.08e+012,3.97e+015,0.868,3.71,0.54
HD122879,10.5,0.268,0.019,0.077,0.022,5.00e+012,3.97e+015,0.951,3.84,0.54
HD122879,11.0,0.292,0.014,0.073,0.015,7.10e+012,3.97e+015,0.981,3.93,0.49
HD122879,11.5,0.316,0.010,0.085,0.011,9.94e+012,3.97e+015,0.972,4.00,0.45
HD122879,12.0,0.338,0.009,0.093,0.009,1.19e+013,3.97e+015,0.973,4.06,0.45
HD122879,12.5,0.358,0.009,0.095,0.010,1.09e+013,2.00e+016,0.994,4.08,1.00
HD122879,13.0,0.362,0.012,0.074,0.013,8.37e+012,3.97e+015,1.000,4.14,0.61
HD122879,13.5,0.343,0.017,0.061,0.019,5.69e+012,3.97e+015,1.000,4.08,0.67
HD122879,14.0,0.367,0.026,0.113,0.030,3.52e+012,7.57e+015,0.958,4.09,1.07
HD124314,-24.5,0.258,0.023,0.104,0.024,5.76e+012,1.45e+016,0.875,3.66,0.92
HD124314,-24.0,0.220,0.020,0.078,0.020,6.97e+012,1.37e+016,0.910,3.57,0.75
HD124314,-23.5,0.217,0.017,0.046,0.018,8.10e+012,9.25e+015,0.984,3.64,0.58
HD124314,-23.0,0.219,0.015,0.034,0.015,9.59e+012,1.12e+016,1.000,3.66,0.60
HD124314,-22.5,0.166,0.014,0.042,0.013,1.13e+013,1.06e+016,0.970,3.47,0.39
HD124314,-22.0,0.178,0.014,0.045,0.013,1.12e+013,2.19e+016,0.966,3.46,0.64
HD124314,-21.5,0.196,0.014,0.029,0.012,1.18e+013,3.19e+016,1.000,3.53,0.80
HD124314,-21.0,0.181,0.012,0.029,0.010,1.46e+013,3.11e+016,1.000,3.50,0.69
HD124314,-20.5,0.181,0.010,0.038,0.007,1.99e+013,2.76e+016,0.983,3.51,0.55
HD124314,-20.0,0.175,0.010,0.039,0.006,2.39e+013,3.17e+016,0.978,3.49,0.52
HD124314,-19.5,0.170,0.009,0.036,0.005,2.81e+013,4.09e+016,0.983,3.47,0.54
HD124314,-19.0,0.174,0.008,0.041,0.005,3.33e+013,5.37e+016,0.975,3.47,0.58
HD124314,-18.5,0.189,0.008,0.046,0.004,3.46e+013,6.25e+016,0.970,3.51,0.65
HD124314,-18.0,0.230,0.009,0.048,0.005,2.77e+013,5.02e+016,0.988,3.66,0.76
HD124314,-17.5,0.262,0.011,0.063,0.008,1.83e+013,2.27e+016,0.976,3.77,0.72
HD124314,-17.0,0.200,0.012,0.068,0.011,1.32e+013,1.08e+016,0.922,3.56,0.43
HD124314,-16.5,0.162,0.015,0.067,0.015,9.63e+012,1.69e+016,0.907,3.34,0.54
HD124314,-16.0,0.163,0.020,0.084,0.020,6.96e+012,1.70e+016,0.869,3.26,0.63
HD124314,-10.0,0.209,0.022,0.041,0.022,6.01e+012,8.81e+015,0.992,3.61,0.64
HD124314,-9.5,0.219,0.017,0.046,0.016,8.41e+012,3.94e+015,0.988,3.69,0.32
HD124314,-9.0,0.238,0.011,0.041,0.010,1.35e+013,3.97e+015,1.000,3.76,0.22
HD124314,-7.5,0.270,0.010,0.063,0.006,2.39e+013,1.36e+016,0.979,3.83,0.51
HD124314,-7.0,0.233,0.010,0.063,0.008,1.90e+013,2.83e+016,0.954,3.66,0.70
HD124314,-6.5,0.206,0.013,0.055,0.011,1.25e+013,2.04e+016,0.960,3.57,0.66
HD124314,-6.0,0.177,0.016,0.031,0.015,9.46e+012,3.97e+015,0.998,3.56,0.17
HD124314,-5.5,0.153,0.014,0.035,0.014,1.03e+013,1.74e+016,0.976,3.38,0.52
HD124314,-5.0,0.129,0.014,0.030,0.013,1.08e+013,1.23e+016,0.980,3.32,0.34
HD124314,-4.5,0.124,0.015,0.029,0.014,1.02e+013,5.56e+015,0.978,3.32,0.08
HD124314,-4.0,0.115,0.013,0.038,0.012,1.16e+013,7.75e+015,0.955,3.24,0.10
HD124314,-3.5,0.120,0.012,0.036,0.011,1.25e+013,1.22e+016,0.959,3.25,0.24
HD124314,-3.0,0.112,0.011,0.030,0.010,1.35e+013,1.17e+016,0.973,3.24,0.18
HD124314,-2.5,0.131,0.013,0.025,0.012,1.14e+013,1.95e+016,0.990,3.30,0.47
HD124314,-2.0,0.148,0.018,0.031,0.016,8.22e+012,1.94e+016,0.983,3.34,0.63
HD124314,-1.5,0.146,0.020,0.044,0.018,7.26e+012,1.05e+016,0.953,3.34,0.45
HD124314,-1.0,0.128,0.018,0.016,0.017,7.97e+012,1.37e+016,1.000,3.32,0.48
HD124314,-0.5,0.116,0.016,0.028,0.015,8.76e+012,1.72e+016,0.976,3.20,0.46
HD124314,0.0,0.159,0.015,0.046,0.014,9.52e+012,1.89e+016,0.954,3.37,0.59
HD124314,0.5,0.192,0.013,0.045,0.012,1.14e+013,2.18e+016,0.974,3.52,0.68
HD124314,1.0,0.207,0.011,0.050,0.009,1.51e+013,2.62e+016,0.973,3.58,0.68
HD124314,1.5,0.204,0.009,0.059,0.007,2.06e+013,3.62e+016,0.947,3.55,0.68
HD124314,2.0,0.203,0.009,0.061,0.005,2.91e+013,3.49e+016,0.942,3.57,0.56
HD124314,4.5,0.275,0.010,0.106,0.008,1.69e+013,2.11e+016,0.879,3.77,0.75
HD124314,5.0,0.251,0.012,0.088,0.011,1.18e+013,7.95e+015,0.906,3.73,0.51
HD124314,5.5,0.231,0.014,0.079,0.014,8.84e+012,1.74e+016,0.914,3.61,0.77
HD124314,6.0,0.249,0.019,0.078,0.019,6.57e+012,2.13e+016,0.928,3.63,0.97
HD124314,6.5,0.251,0.022,0.070,0.022,5.57e+012,1.13e+016,0.951,3.70,0.84
HD124314,7.0,0.241,0.025,0.068,0.026,4.80e+012,3.97e+015,0.945,3.71,0.54
HD124314,7.5,0.268,0.028,0.085,0.029,4.23e+012,1.46e+016,0.926,3.69,1.03
HD1383,-49.5,0.285,0.021,0.093,0.028,1.43e+013,3.97e+015,0.920,3.88,0.30
HD1383,-49.0,0.295,0.018,0.104,0.024,1.70e+013,3.97e+015,0.904,3.91,0.28
HD1383,-48.0,0.278,0.013,0.102,0.015,2.79e+013,3.97e+015,0.894,3.86,0.08
HD1383,-47.5,0.268,0.013,0.097,0.013,3.23e+013,3.97e+015,0.898,3.83,0.01
HD1383,-47.0,0.278,0.014,0.095,0.013,3.22e+013,3.97e+015,0.908,3.86,0.03
HD1383,-46.5,0.280,0.015,0.095,0.014,2.99e+013,7.00e+015,0.914,3.87,0.24
HD1383,-46.0,0.261,0.015,0.095,0.016,2.63e+013,6.76e+015,0.897,3.80,0.22
HD1383,-45.5,0.259,0.016,0.092,0.018,2.34e+013,3.98e+015,0.905,3.80,0.08
HD1383,-45.0,0.263,0.018,0.085,0.020,2.08e+013,3.98e+015,0.925,3.82,0.13
HD1383,-44.5,0.260,0.019,0.076,0.022,1.88e+013,3.98e+015,0.946,3.82,0.16
HD1383,-44.0,0.249,0.020,0.061,0.024,1.73e+013,3.97e+015,0.970,3.79,0.15
HD1383,-43.5,0.228,0.019,0.047,0.025,1.66e+013,3.97e+015,0.991,3.74,0.11
HD1383,-43.0,0.215,0.017,0.036,0.027,1.59e+013,3.97e+015,1.000,3.71,0.09
HD1383,-42.5,0.224,0.018,0.035,0.028,1.51e+013,3.95e+015,1.000,3.74,0.13
HD1383,-42.0,0.235,0.019,0.039,0.030,1.42e+013,3.97e+015,1.000,3.77,0.18
HD1383,-12.0,0.211,0.012,0.057,0.014,2.98e+013,1.29e+016,0.960,3.66,0.24
HD1383,-11.5,0.200,0.012,0.058,0.014,2.95e+013,1.53e+016,0.947,3.61,0.27
HD1383,-11.0,0.193,0.013,0.057,0.016,2.67e+013,1.60e+016,0.946,3.58,0.29
HD1383,-10.5,0.194,0.014,0.051,0.018,2.36e+013,1.34e+016,0.964,3.60,0.29
HD1383,-10.0,0.191,0.016,0.045,0.020,2.08e+013,1.12e+016,0.974,3.60,0.26
HD1383,-9.5,0.185,0.017,0.044,0.022,1.90e+013,1.20e+016,0.973,3.57,0.29
HD1383,-9.0,0.177,0.017,0.050,0.022,1.84e+013,1.71e+016,0.954,3.51,0.38
HD1383,-8.5,0.168,0.017,0.053,0.022,1.88e+013,2.60e+016,0.940,3.44,0.48
HD1383,-8.0,0.165,0.016,0.047,0.021,2.00e+013,3.87e+016,0.958,3.42,0.58
HD1383,-7.5,0.167,0.014,0.039,0.019,2.18e+013,5.11e+016,0.978,3.43,0.65
HD1383,-7.0,0.162,0.013,0.033,0.017,2.40e+013,5.61e+016,0.988,3.42,0.64
HD1383,-6.5,0.146,0.012,0.030,0.016,2.59e+013,5.21e+016,0.987,3.37,0.55
HD1383,-6.0,0.133,0.011,0.027,0.016,2.68e+013,4.53e+016,0.988,3.33,0.46
HD1383,-5.5,0.127,0.011,0.022,0.016,2.62e+013,4.10e+016,0.997,3.32,0.42
HD1383,-5.0,0.127,0.012,0.021,0.017,2.48e+013,3.85e+016,1.000,3.32,0.41
HD1383,-4.5,0.130,0.012,0.020,0.018,2.37e+013,3.34e+016,1.000,3.35,0.40
HD1383,-4.0,0.132,0.013,0.018,0.018,2.35e+013,2.62e+016,1.000,3.38,0.33
HD1383,-3.5,0.130,0.012,0.015,0.018,2.40e+013,2.06e+016,1.000,3.39,0.24
HD1383,-3.0,0.127,0.012,0.011,0.017,2.46e+013,1.87e+016,1.000,3.39,0.20
HD140037,7.0,0.403,0.024,0.170,0.024,5.95e+012,2.09e+015,0.870,4.27,0.75
HD140037,7.5,0.408,0.016,0.200,0.016,8.91e+012,5.53e+015,0.802,4.28,0.96
HD140037,8.0,0.424,0.012,0.219,0.011,1.31e+013,1.22e+015,0.793,4.40,0.50
HD140037,10.0,0.477,0.009,0.269,0.008,1.79e+013,1.39e+015,1.000,5.07,0.99
HD140037,10.5,0.458,0.012,0.278,0.012,1.23e+013,2.11e+015,1.000,5.99,1.95
HD140037,11.0,0.428,0.018,0.280,0.018,7.85e+012,2.05e+015,0.662,4.48,0.95
HD140037,11.5,0.395,0.029,0.273,0.028,4.84e+012,1.84e+015,0.596,4.25,0.88
HD142315,-17.5,0.186,0.027,0.036,0.025,6.33e+012,1.09e+016,0.993,3.54,0.61
HD142315,-17.0,0.159,0.026,0.056,0.023,6.63e+012,1.10e+016,0.933,3.38,0.50
HD142315,-16.5,0.113,0.029,0.072,0.024,6.28e+012,9.24e+015,0.876,3.03,0.25
HD142763,-17.0,0.160,0.025,0.054,0.026,3.78e+012,1.21e+016,0.938,3.32,0.72
HD142763,-16.5,0.179,0.021,0.060,0.022,4.42e+012,1.19e+016,0.935,3.42,0.72
HD142763,-16.0,0.200,0.020,0.063,0.021,4.73e+012,9.87e+015,0.937,3.53,0.70
HD142763,-15.5,0.203,0.020,0.070,0.021,4.63e+012,7.68e+015,0.922,3.55,0.63
HD142763,-15.0,0.203,0.022,0.072,0.023,4.21e+012,6.33e+015,0.915,3.55,0.60
HD142763,-14.5,0.194,0.026,0.076,0.027,3.51e+012,5.98e+015,0.905,3.50,0.61
HD144965,-3.0,0.261,0.025,0.063,0.026,6.24e+012,2.38e+016,0.973,3.66,1.06
HD144965,2.0,0.335,0.010,0.166,0.009,1.83e+013,1.40e+016,0.780,3.95,0.81
HD144965,2.5,0.314,0.013,0.153,0.013,1.25e+013,8.66e+015,0.795,3.89,0.72
HD144965,3.0,0.294,0.018,0.139,0.018,8.63e+012,8.00e+015,0.813,3.81,0.74
HD144965,3.5,0.273,0.026,0.123,0.026,6.04e+012,7.28e+015,0.837,3.74,0.76
HD147683,-6.5,0.434,0.030,0.119,0.026,5.58e+012,5.91e+015,1.000,4.31,1.24
HD147683,-6.0,0.440,0.022,0.121,0.019,7.86e+012,1.11e+016,1.000,4.32,1.33
HD147683,-5.5,0.444,0.016,0.138,0.013,1.10e+013,1.84e+016,1.000,4.34,1.41
HD147683,-3.5,0.299,0.008,0.120,0.004,4.83e+013,3.38e+016,0.860,3.83,0.74
HD147683,-3.0,0.278,0.007,0.115,0.004,6.68e+013,4.19e+016,0.854,3.76,0.64
HD147683,0.0,0.252,0.007,0.117,0.004,6.49e+013,4.10e+016,0.835,3.66,0.57
HD147683,0.5,0.253,0.008,0.113,0.004,4.98e+013,2.85e+016,0.842,3.67,0.54
HD147683,1.0,0.259,0.009,0.108,0.005,4.14e+013,2.06e+016,0.859,3.71,0.52
HD147683,1.5,0.271,0.009,0.104,0.005,3.78e+013,1.65e+016,0.878,3.76,0.52
HD147683,2.0,0.285,0.010,0.104,0.005,3.70e+013,1.46e+016,0.885,3.81,0.53
HD147683,2.5,0.299,0.010,0.105,0.005,3.72e+013,1.42e+016,0.893,3.86,0.56
HD147683,3.0,0.294,0.010,0.102,0.005,3.59e+013,1.37e+016,0.896,3.85,0.55
HD147683,3.5,0.290,0.011,0.095,0.005,3.36e+013,1.33e+016,0.910,3.83,0.54
HD147683,4.0,0.281,0.011,0.091,0.006,3.03e+013,1.18e+016,0.915,3.81,0.51
HD147683,4.5,0.289,0.013,0.093,0.007,2.66e+013,1.00e+016,0.916,3.84,0.53
HD147683,5.0,0.308,0.014,0.098,0.007,2.28e+013,8.47e+015,0.920,3.90,0.58
HD147683,5.5,0.311,0.014,0.097,0.008,2.05e+013,7.41e+015,0.925,3.91,0.57
HD147683,6.0,0.298,0.013,0.090,0.008,1.92e+013,7.10e+015,0.929,3.87,0.54
HD147683,6.5,0.313,0.013,0.089,0.009,1.58e+013,7.48e+015,0.942,3.91,0.65
HD147683,7.0,0.328,0.015,0.083,0.012,1.23e+013,7.68e+015,0.973,3.95,0.77
HD147683,7.5,0.348,0.020,0.067,0.016,9.09e+012,6.84e+015,1.000,4.02,0.87
HD147683,8.0,0.342,0.030,0.050,0.024,5.92e+012,3.97e+015,1.000,4.01,0.81
HD147888,-14.0,0.279,0.027,0.068,0.024,3.99e+012,8.30e+015,0.961,3.68,1.07
HD147888,-13.5,0.246,0.022,0.117,0.018,5.10e+012,1.25e+016,0.824,3.46,1.02
HD147888,-13.0,0.257,0.016,0.143,0.014,6.61e+012,1.50e+016,0.770,3.47,1.02
HD147888,-12.5,0.277,0.012,0.165,0.010,8.63e+012,1.57e+016,0.730,3.55,1.02
HD147888,-12.0,0.306,0.009,0.182,0.008,1.13e+013,1.69e+016,0.706,3.68,1.06
HD147888,-11.5,0.334,0.007,0.194,0.006,1.50e+013,1.98e+016,0.703,3.82,1.14
HD147888,-11.0,0.353,0.006,0.198,0.005,2.07e+013,2.68e+016,0.708,3.90,1.20
HD147888,-6.5,0.408,0.004,0.259,0.004,3.32e+013,8.98e+016,0.646,4.11,1.66
HD147888,-6.0,0.404,0.005,0.263,0.005,2.34e+013,6.03e+016,0.628,4.09,1.63
HD147888,-5.5,0.393,0.006,0.260,0.006,1.63e+013,3.73e+016,0.614,4.03,1.55
HD147888,-5.0,0.379,0.009,0.250,0.008,1.10e+013,2.16e+016,0.616,3.97,1.45
HD147888,-4.5,0.368,0.013,0.230,0.012,7.40e+012,1.23e+016,0.649,3.93,1.33
HD147888,-4.0,0.370,0.019,0.204,0.018,5.03e+012,6.60e+015,0.714,3.98,1.27
HD147888,-3.5,0.377,0.026,0.196,0.025,3.49e+012,1.44e+015,0.741,4.09,1.00
HD148594,-8.5,0.402,0.025,0.288,0.023,5.28e+012,1.44e+016,0.574,4.19,1.47
HD148594,-8.0,0.423,0.018,0.270,0.017,7.29e+012,1.64e+016,0.668,4.34,1.47
HD148594,-7.5,0.440,0.014,0.256,0.013,9.91e+012,1.88e+016,0.762,4.46,1.49
HD148594,-7.0,0.453,0.011,0.249,0.010,1.31e+013,2.44e+016,0.837,4.55,1.53
HD148594,-6.5,0.459,0.009,0.248,0.008,1.66e+013,3.38e+016,0.868,4.59,1.58
HD148594,-3.5,0.446,0.008,0.271,0.007,1.97e+013,5.09e+016,0.761,4.52,1.64
HD148594,-3.0,0.453,0.009,0.263,0.009,1.56e+013,4.17e+016,0.815,4.56,1.66
HD148594,-2.5,0.456,0.012,0.256,0.011,1.17e+013,3.11e+016,0.840,4.57,1.65
HD148594,-2.0,0.450,0.016,0.254,0.015,8.41e+012,2.08e+016,0.813,4.52,1.60
HD148594,-1.5,0.436,0.022,0.254,0.020,5.96e+012,1.22e+016,0.748,4.42,1.48
HD148594,-1.0,0.430,0.030,0.244,0.028,4.32e+012,5.73e+015,0.753,4.40,1.32
HD148937,-31.0,0.401,0.024,0.178,0.019,4.06e+012,5.52e+015,0.844,4.21,1.13
HD148937,-30.5,0.408,0.018,0.171,0.014,5.58e+012,1.03e+016,0.878,4.23,1.23
HD148937,-30.0,0.407,0.014,0.171,0.011,7.65e+012,1.64e+016,0.873,4.21,1.26
HD148937,-29.5,0.391,0.011,0.163,0.008,1.04e+013,2.26e+016,0.870,4.15,1.22
HD148937,-29.0,0.389,0.010,0.152,0.007,1.29e+013,2.88e+016,0.892,4.14,1.21
HD148937,-28.5,0.384,0.011,0.133,0.006,1.55e+013,3.50e+016,0.931,4.12,1.18
HD148937,-28.0,0.354,0.011,0.117,0.006,1.76e+013,4.04e+016,0.932,4.02,1.10
HD148937,-27.5,0.344,0.011,0.101,0.005,1.92e+013,4.34e+016,0.958,3.99,1.07
HD148937,-27.0,0.361,0.011,0.090,0.005,1.96e+013,4.36e+016,1.000,4.05,1.09
HD148937,-26.5,0.365,0.012,0.080,0.005,1.96e+013,4.20e+016,1.000,4.07,1.09
HD148937,-26.0,0.342,0.012,0.071,0.005,1.96e+013,4.13e+016,1.000,4.00,1.03
HD148937,-25.5,0.308,0.013,0.064,0.005,2.01e+013,4.11e+016,1.000,3.90,0.94
HD148937,-25.0,0.284,0.012,0.060,0.005,2.09e+013,4.07e+016,1.000,3.84,0.88
HD148937,-24.5,0.286,0.012,0.059,0.005,2.11e+013,3.84e+016,1.000,3.85,0.86
HD148937,-24.0,0.304,0.012,0.060,0.005,2.03e+013,3.47e+016,1.000,3.91,0.89
HD148937,-23.5,0.309,0.011,0.059,0.005,1.83e+013,3.12e+016,1.000,3.92,0.89
HD148937,-23.0,0.306,0.012,0.056,0.006,1.58e+013,2.68e+016,1.000,3.91,0.88
HD148937,-22.5,0.297,0.013,0.050,0.007,1.31e+013,2.31e+016,1.000,3.89,0.87
HD148937,-22.0,0.280,0.014,0.040,0.008,1.11e+013,2.08e+016,1.000,3.84,0.85
HD148937,-21.5,0.246,0.015,0.034,0.008,1.05e+013,1.97e+016,1.000,3.74,0.78
